Gender,Please choose 6  courses that you will choose /  interest you / have chosen,Business & Financial Technology (SIT),Information Technology (SIT),Infocomm & Security (SIT),Cybersecurity  & Digital Forensics (SIT),Business Intelligence & Analytics (SIT),Common ICT Programme (SIT),Experiential Product & Interior Design (SDM),Animation & Visual Effects (SDM),Architecture  (SDM),Interaction Design (SDM),Digital Game Art & Design (SDM),Visual Communication (SDM),Motion Graphics Design (SDM),Game Development & Technology (SDM),Applied Chemistry (SAS),Biologics & Process Technology (SAS),Chemical & Pharmaceutical Technology (SAS),Food Science & Nutrition (SAS),Pharmaceutical Science (SAS),Accountancy & Finance (SBM),Banking & Finance (SBM),Business Management (SBM),Food & Beverage Business (SBM),Hospitality & Tourism Management (SBM),Mass Media Management (SBM),Sport & Wellness Management (SBM),Common Business Programme (SBM),Advanced & Digital Manufacturing (SEG),Aeronautical & Aerospace Technology (SEG),Aerospace Systems & Management (SEG),AI & Data Engineering (SEG),Biomedical Engineering (SEG),Electronic & Computer Engineering (SEG),Engineering with Business (SEG),Infocomm & Media Engineering (SEG),Nanotechnology & Materials Science (SEG),Robotics & Mechatronics (SEG),Common Engineering Programme (SEG),Nursing (SHSS),Oral Health Therapy (SHSS),Social Work (SHSS),sum
Male,"Game Development & Technology (SDM), Business Management (SBM), Sport & Wellness Management (SBM), Aeronautical & Aerospace Technology (SEG), Aerospace Systems & Management (SEG), AI & Data Engineering (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6
Female,"Aeronautical & Aerospace Technology (SEG), Aerospace Systems & Management (SEG), AI & Data Engineering (SEG), Biomedical Engineering (SEG), Electronic & Computer Engineering (SEG), Engineering with Business (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,6
Female,"Aeronautical & Aerospace Technology (SEG), Aerospace Systems & Management (SEG), AI & Data Engineering (SEG), Biomedical Engineering (SEG), Electronic & Computer Engineering (SEG), Engineering with Business (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,6
Female,"Electronic & Computer Engineering (SEG), Engineering with Business (SEG), Infocomm & Media Engineering (SEG), Nanotechnology & Materials Science (SEG), Robotics & Mechatronics (SEG), Common Engineering Programme (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,6
Male,"Aeronautical & Aerospace Technology (SEG), Aerospace Systems & Management (SEG), AI & Data Engineering (SEG), Biomedical Engineering (SEG), Electronic & Computer Engineering (SEG), Engineering with Business (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,6
Male,"Aeronautical & Aerospace Technology (SEG), Aerospace Systems & Management (SEG), AI & Data Engineering (SEG), Biomedical Engineering (SEG), Electronic & Computer Engineering (SEG), Engineering with Business (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,6
Male,"Aeronautical & Aerospace Technology (SEG), Aerospace Systems & Management (SEG), AI & Data Engineering (SEG), Biomedical Engineering (SEG), Electronic & Computer Engineering (SEG), Engineering with Business (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,6
Male,"Electronic & Computer Engineering (SEG), Engineering with Business (SEG), Infocomm & Media Engineering (SEG), Nanotechnology & Materials Science (SEG), Robotics & Mechatronics (SEG), Common Engineering Programme (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,6
Female,"Electronic & Computer Engineering (SEG), Engineering with Business (SEG), Infocomm & Media Engineering (SEG), Nanotechnology & Materials Science (SEG), Robotics & Mechatronics (SEG), Common Engineering Programme (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,6
Female,"Aeronautical & Aerospace Technology (SEG), Aerospace Systems & Management (SEG), AI & Data Engineering (SEG), Biomedical Engineering (SEG), Electronic & Computer Engineering (SEG), Engineering with Business (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,6
Female,"Advanced & Digital Manufacturing (SEG), Aeronautical & Aerospace Technology (SEG), Aerospace Systems & Management (SEG), AI & Data Engineering (SEG), Biomedical Engineering (SEG), Electronic & Computer Engineering (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,6
Male,"Advanced & Digital Manufacturing (SEG), Aeronautical & Aerospace Technology (SEG), Aerospace Systems & Management (SEG), AI & Data Engineering (SEG), Biomedical Engineering (SEG), Electronic & Computer Engineering (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,6
Male,"Advanced & Digital Manufacturing (SEG), Aeronautical & Aerospace Technology (SEG), Aerospace Systems & Management (SEG), AI & Data Engineering (SEG), Biomedical Engineering (SEG), Engineering with Business (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,6
Male,"Aeronautical & Aerospace Technology (SEG), Aerospace Systems & Management (SEG), AI & Data Engineering (SEG), Biomedical Engineering (SEG), Engineering with Business (SEG), Infocomm & Media Engineering (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,6
Female,"Advanced & Digital Manufacturing (SEG), Aeronautical & Aerospace Technology (SEG), Aerospace Systems & Management (SEG), AI & Data Engineering (SEG), Biomedical Engineering (SEG), Electronic & Computer Engineering (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,6
Male,"Aeronautical & Aerospace Technology (SEG), Aerospace Systems & Management (SEG), AI & Data Engineering (SEG), Biomedical Engineering (SEG), Electronic & Computer Engineering (SEG), Engineering with Business (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,6
Male,"Electronic & Computer Engineering (SEG), Engineering with Business (SEG), Infocomm & Media Engineering (SEG), Nanotechnology & Materials Science (SEG), Robotics & Mechatronics (SEG), Common Engineering Programme (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,6
Female,"AI & Data Engineering (SEG), Biomedical Engineering (SEG), Electronic & Computer Engineering (SEG), Engineering with Business (SEG), Infocomm & Media Engineering (SEG), Nanotechnology & Materials Science (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,6
Male,"Electronic & Computer Engineering (SEG), Engineering with Business (SEG), Infocomm & Media Engineering (SEG), Nanotechnology & Materials Science (SEG), Robotics & Mechatronics (SEG), Common Engineering Programme (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,6
Male,"Aeronautical & Aerospace Technology (SEG), Aerospace Systems & Management (SEG), AI & Data Engineering (SEG), Biomedical Engineering (SEG), Electronic & Computer Engineering (SEG), Engineering with Business (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,6
Female,"Advanced & Digital Manufacturing (SEG), Aeronautical & Aerospace Technology (SEG), Aerospace Systems & Management (SEG), AI & Data Engineering (SEG), Biomedical Engineering (SEG), Electronic & Computer Engineering (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,6
Male,"Advanced & Digital Manufacturing (SEG), Aeronautical & Aerospace Technology (SEG), Aerospace Systems & Management (SEG), Biomedical Engineering (SEG), Electronic & Computer Engineering (SEG), Engineering with Business (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,6
Male,"Aeronautical & Aerospace Technology (SEG), Aerospace Systems & Management (SEG), AI & Data Engineering (SEG), Biomedical Engineering (SEG), Electronic & Computer Engineering (SEG), Engineering with Business (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,6
Female,"Electronic & Computer Engineering (SEG), Engineering with Business (SEG), Infocomm & Media Engineering (SEG), Nanotechnology & Materials Science (SEG), Robotics & Mechatronics (SEG), Common Engineering Programme (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,6
Male,"Aeronautical & Aerospace Technology (SEG), Aerospace Systems & Management (SEG), AI & Data Engineering (SEG), Biomedical Engineering (SEG), Electronic & Computer Engineering (SEG), Engineering with Business (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,6
Female,"AI & Data Engineering (SEG), Biomedical Engineering (SEG), Electronic & Computer Engineering (SEG), Engineering with Business (SEG), Infocomm & Media Engineering (SEG), Nanotechnology & Materials Science (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,6
Female,"Advanced & Digital Manufacturing (SEG), Aerospace Systems & Management (SEG), AI & Data Engineering (SEG), Biomedical Engineering (SEG), Electronic & Computer Engineering (SEG), Engineering with Business (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,6
Male,"Aerospace Systems & Management (SEG), Biomedical Engineering (SEG), Electronic & Computer Engineering (SEG), Engineering with Business (SEG), Infocomm & Media Engineering (SEG), Nanotechnology & Materials Science (SEG)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,6
Female,"Information Technology (SIT), Cybersecurity  & Digital Forensics (SIT), Motion Graphics Design (SDM), Game Development & Technology (SDM), Electronic & Computer Engineering (SEG), Robotics & Mechatronics (SEG)",0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6
Male,"Business & Financial Technology (SIT), Accountancy & Finance (SBM), Banking & Finance (SBM), Business Management (SBM), Hospitality & Tourism Management (SBM), Mass Media Management (SBM)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Accountancy & Finance (SBM), Banking & Finance (SBM), Business Management (SBM), Hospitality & Tourism Management (SBM), Mass Media Management (SBM), Common Business Programme (SBM)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Accountancy & Finance (SBM), Banking & Finance (SBM), Business Management (SBM), Hospitality & Tourism Management (SBM), Mass Media Management (SBM), Sport & Wellness Management (SBM)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Accountancy & Finance (SBM), Banking & Finance (SBM), Business Management (SBM), Hospitality & Tourism Management (SBM)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Accountancy & Finance (SBM), Banking & Finance (SBM), Business Management (SBM), Food & Beverage Business (SBM), Hospitality & Tourism Management (SBM), Mass Media Management (SBM)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Architecture  (SDM), Interaction Design (SDM), Visual Communication (SDM), Mass Media Management (SBM)",0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Interaction Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM), Hospitality & Tourism Management (SBM), Mass Media Management (SBM), Common Business Programme (SBM)",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Digital Game Art & Design (SDM), Visual Communication (SDM), Business Management (SBM), Food & Beverage Business (SBM), Hospitality & Tourism Management (SBM), Mass Media Management (SBM)",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Animation & Visual Effects (SDM), Interaction Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM), Business Management (SBM), Mass Media Management (SBM)",0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Animation & Visual Effects (SDM), Interaction Design (SDM), Digital Game Art & Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM), Applied Chemistry (SAS)",0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Architecture  (SDM), Interaction Design (SDM), Digital Game Art & Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM), Mass Media Management (SBM)",0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Architecture  (SDM), Interaction Design (SDM), Visual Communication (SDM), Mass Media Management (SBM)",0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Architecture  (SDM), Interaction Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM)",0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Interaction Design (SDM), Digital Game Art & Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM)",0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Architecture  (SDM), Interaction Design (SDM), Digital Game Art & Design (SDM), Visual Communication (SDM)",0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Architecture  (SDM), Interaction Design (SDM), Digital Game Art & Design (SDM), Visual Communication (SDM)",0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Female,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Architecture  (SDM), Interaction Design (SDM), Digital Game Art & Design (SDM), Visual Communication (SDM)",0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Architecture  (SDM), Interaction Design (SDM), Visual Communication (SDM), Mass Media Management (SBM)",0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Interaction Design (SDM), Digital Game Art & Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM)",0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Interaction Design (SDM), Digital Game Art & Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM)",0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Information Technology (SIT), Animation & Visual Effects (SDM), Digital Game Art & Design (SDM), Motion Graphics Design (SDM), Game Development & Technology (SDM), Infocomm & Media Engineering (SEG)",0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
Male,"Information Technology (SIT), Animation & Visual Effects (SDM), Digital Game Art & Design (SDM), Motion Graphics Design (SDM), Game Development & Technology (SDM), Infocomm & Media Engineering (SEG)",0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
Female,"Information Technology (SIT), Animation & Visual Effects (SDM), Interaction Design (SDM), Digital Game Art & Design (SDM), Motion Graphics Design (SDM), Game Development & Technology (SDM)",0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Animation & Visual Effects (SDM), Architecture  (SDM), Interaction Design (SDM), Digital Game Art & Design (SDM), Motion Graphics Design (SDM), Game Development & Technology (SDM)",0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Applied Chemistry (SAS), Chemical & Pharmaceutical Technology (SAS), Food Science & Nutrition (SAS), Pharmaceutical Science (SAS), Nursing (SHSS), Oral Health Therapy (SHSS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6
Female,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Interaction Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM), Mass Media Management (SBM)",0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Interaction Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM), Mass Media Management (SBM)",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
Male,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Interaction Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM), Mass Media Management (SBM)",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
Male,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Interaction Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM), Mass Media Management (SBM)",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
Male,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Interaction Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM), Mass Media Management (SBM)",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
Male,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Interaction Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM), Mass Media Management (SBM)",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
Female,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Interaction Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM), Mass Media Management (SBM)",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
Female,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Interaction Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM), Mass Media Management (SBM)",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
Male,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Interaction Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM), Mass Media Management (SBM)",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
Female,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Interaction Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM), Mass Media Management (SBM)",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
Male,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Interaction Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM), Mass Media Management (SBM)",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
Male,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Interaction Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM), Mass Media Management (SBM)",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
Male,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Interaction Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM), Mass Media Management (SBM)",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
Male,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Interaction Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM), Mass Media Management (SBM)",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
Female,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Interaction Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM), Mass Media Management (SBM)",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
Female,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Interaction Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM), Mass Media Management (SBM)",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
Male,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Interaction Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM), Mass Media Management (SBM)",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
Female,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Interaction Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM), Mass Media Management (SBM)",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
Female,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Interaction Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM), Mass Media Management (SBM)",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
Male,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Interaction Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM), Mass Media Management (SBM)",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
Female,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Interaction Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM), Mass Media Management (SBM)",1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Male,"Experiential Product & Interior Design (SDM), Animation & Visual Effects (SDM), Interaction Design (SDM), Visual Communication (SDM), Motion Graphics Design (SDM), Mass Media Management (SBM)",1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
