UserID,Gender,Age Group,Top 6 most preferred places,1-Altitude Sightseeing Experience,Adventure Cove Waterpark,AJ Hackett Sentosa Bungy Jump,Asian Civilisations Museum,Buddha Tooth Relic Temple and Museum,Bugis Street,Bukit Timah Nature Reserve,Butterfly Park And Insect Kingdom,China Town,Clarke Quay,Dolphin Island Interaction Program,Driving on the F1 Track,Gardens By The Bay,IFly Singapore,Indoor Surfing Wave House Sentosa,Infinity Pool at Marina Bay Sands,Jurong Bird Park,Kidzania Singapore,Kusu Island,Lazarus Island,Little India,Lunch with Parrots,Madame Tussauds Wax Museum,Marina Bay Sands Casino,Marina Bay Singapore,Megazip,Merlion Park,Mount Faber Park,National Orchid Garden,Night Safari Nocturnal Wildlife Park,Palawan Beach,Pulau Ubin,River Wonders Singapore,Royal Albatross Sunset Sail,SEA Aquarium,Sentosa Island,Sentosa Merlion Tower,Siloso Beach,Singapore Airzone,Singapore Botanic Gardens,Singapore Cable Car,Singapore Flyer,Singapore River Cruise,Singapore Zoo Jungle Breakfast,Singapore Zoo,Skyline Luge,Sri Mariamman Temple,Tanjong Beach,The Helix Bridge,The Original Duck Tours Sentosa,Tiger Brewery,Tree-top Walk at MacRitchie Reservoir,Trick Eye Museum,Universal Studios Singapore,Wings of Time,sum
59,Male,15 - 24,"1-Altitude Sightseeing Experience, Asian Civilisations Museum, IFly Singapore, Infinity Pool at Marina Bay Sands, Tiger Brewery, Trick Eye Museum",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6
60,Male,14 and below,"Adventure Cove Waterpark, Dolphin Island Interaction Program, IFly Singapore, Indoor Surfing Wave House Sentosa, Megazip, Skyline Luge",0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
61,Male,15 - 24,"AJ Hackett Sentosa Bungy Jump, IFly Singapore, Indoor Surfing Wave House Sentosa, Megazip, Skyline Luge, Universal Studios Singapore",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6
62,Male,15 - 24,"1-Altitude Sightseeing Experience, Asian Civilisations Museum, Madame Tussauds Wax Museum, Sentosa Island, Tiger Brewery, Trick Eye Museum",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6
63,Male,15 - 24,"Buddha Tooth Relic Temple and Museum, Bugis Street, China Town, Clarke Quay, Marina Bay Sands Casino, Singapore River Cruise",0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
64,Male,15 - 24,"Buddha Tooth Relic Temple and Museum, Bugis Street, China Town, Clarke Quay, Marina Bay Singapore, Singapore River Cruise",0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
65,Male,15 - 24,"Bukit Timah Nature Reserve, Gardens By The Bay, Mount Faber Park, National Orchid Garden, Singapore Botanic Gardens, Tree-top Walk at MacRitchie Reservoir",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
66,Male,15 - 24,"Butterfly Park And Insect Kingdom, Jurong Bird Park, Mount Faber Park, National Orchid Garden, River Wonders Singapore, Singapore Botanic Gardens",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
67,Male,15 - 24,"Clarke Quay, Gardens By The Bay, Infinity Pool at Marina Bay Sands, Marina Bay Sands Casino, Marina Bay Singapore, The Helix Bridge",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
68,Male,14 and below,"Marina Bay Singapore, Merlion Park, Sentosa Merlion Tower, Singapore Flyer, The Helix Bridge, Universal Studios Singapore",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,6
69,Female,15 - 24,"1-Altitude Sightseeing Experience, Asian Civilisations Museum, Dolphin Island Interaction Program, Jurong Bird Park, Lunch with Parrots, Singapore Zoo",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
70,Female,15 - 24,"Adventure Cove Waterpark, Dolphin Island Interaction Program, Indoor Surfing Wave House Sentosa, SEA Aquarium, Sentosa Island, Universal Studios Singapore",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
71,Female,15 - 24,"AJ Hackett Sentosa Bungy Jump, IFly Singapore, Indoor Surfing Wave House Sentosa, Megazip, Singapore Airzone, Skyline Luge",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
72,Female,15 - 24,"Asian Civilisations Museum, Dolphin Island Interaction Program, Madame Tussauds Wax Museum, Singapore Botanic Gardens, The Helix Bridge, Trick Eye Museum",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6
73,Female,15 - 24,"Buddha Tooth Relic Temple and Museum, Bugis Street, China Town, Clarke Quay, Sentosa Island, Universal Studios Singapore",0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
74,Female,15 - 24,"Bukit Timah Nature Reserve, Gardens By The Bay, Kusu Island, Mount Faber Park, National Orchid Garden, Singapore Botanic Gardens",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
75,Female,15 - 24,"Butterfly Park And Insect Kingdom, Gardens By The Bay, Jurong Bird Park, Lunch with Parrots, National Orchid Garden, Tree-top Walk at MacRitchie Reservoir",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
76,Female,15 - 24,"Adventure Cove Waterpark, Dolphin Island Interaction Program, Lunch with Parrots, Night Safari Nocturnal Wildlife Park, River Wonders Singapore, SEA Aquarium",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
77,Female,15 - 24,"AJ Hackett Sentosa Bungy Jump, Driving on the F1 Track, IFly Singapore, Indoor Surfing Wave House Sentosa, Marina Bay Sands Casino, Tiger Brewery",0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
78,Female,15 - 24,"Gardens By The Bay, Infinity Pool at Marina Bay Sands, Marina Bay Singapore, Merlion Park, Sentosa Merlion Tower, Wings of Time",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
79,Female,15 - 24,"AJ Hackett Sentosa Bungy Jump, IFly Singapore, Indoor Surfing Wave House Sentosa, Kidzania Singapore, Singapore Airzone, Skyline Luge",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
80,Female,15 - 24,"Clarke Quay, Infinity Pool at Marina Bay Sands, Singapore Cable Car, Singapore Flyer, The Helix Bridge, Tree-top Walk at MacRitchie Reservoir",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,6
81,Female,15 - 24,"Dolphin Island Interaction Program, Kidzania Singapore, Lunch with Parrots, Night Safari Nocturnal Wildlife Park, Singapore Zoo Jungle Breakfast, Singapore Zoo",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6
82,Female,15 - 24,"Kusu Island, Lazarus Island, Palawan Beach, Pulau Ubin, Siloso Beach, Tanjong Beach",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
83,Female,15 - 24,"Bugis Street, Gardens By The Bay, Little India, Night Safari Nocturnal Wildlife Park, Singapore Zoo, Sri Mariamman Temple",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
84,Female,15 - 24,"Jurong Bird Park, Lunch with Parrots, Night Safari Nocturnal Wildlife Park, River Wonders Singapore, Singapore Zoo Jungle Breakfast, Singapore Zoo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6
85,Female,15 - 24,"1-Altitude Sightseeing Experience, Asian Civilisations Museum, Madame Tussauds Wax Museum, SEA Aquarium, Trick Eye Museum, Universal Studios Singapore",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6
86,Female,15 - 24,"Clarke Quay, Gardens By The Bay, Marina Bay Singapore, Merlion Park, Sentosa Merlion Tower, Universal Studios Singapore",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
87,Female,15 - 24,"Bukit Timah Nature Reserve, Megazip, Mount Faber Park, National Orchid Garden, Singapore Botanic Gardens, Tree-top Walk at MacRitchie Reservoir",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
88,Female,15 - 24,"Gardens By The Bay, Marina Bay Singapore, Merlion Park, Sentosa Island, Sentosa Merlion Tower, Wings of Time",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
89,Female,15 - 24,"Palawan Beach, Pulau Ubin, Siloso Beach, Singapore River Cruise, Tanjong Beach, The Original Duck Tours Sentosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,6
90,Female,15 - 24,"Jurong Bird Park, Night Safari Nocturnal Wildlife Park, River Wonders Singapore, SEA Aquarium, Singapore Zoo Jungle Breakfast, Singapore Zoo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6
91,Female,15 - 24,"River Wonders Singapore, Royal Albatross Sunset Sail, Singapore Cable Car, Singapore Flyer, Singapore River Cruise, The Original Duck Tours Sentosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6
92,Female,15 - 24,"AJ Hackett Sentosa Bungy Jump, IFly Singapore, Indoor Surfing Wave House Sentosa, Megazip, Skyline Luge, Universal Studios Singapore",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6
93,Female,15 - 24,"1-Altitude Sightseeing Experience, Asian Civilisations Museum, IFly Singapore, Infinity Pool at Marina Bay Sands, Tiger Brewery, Trick Eye Museum",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6
94,Female,15 - 24,"Adventure Cove Waterpark, Dolphin Island Interaction Program, IFly Singapore, Indoor Surfing Wave House Sentosa, Megazip, Skyline Luge",0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
95,Female,15 - 24,"AJ Hackett Sentosa Bungy Jump, IFly Singapore, Indoor Surfing Wave House Sentosa, Megazip, Skyline Luge, Universal Studios Singapore",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6
96,Female,15 - 24,"1-Altitude Sightseeing Experience, Asian Civilisations Museum, Madame Tussauds Wax Museum, Sentosa Island, Tiger Brewery, Trick Eye Museum",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6
97,Female,15 - 24,"Buddha Tooth Relic Temple and Museum, Bugis Street, China Town, Clarke Quay, Marina Bay Sands Casino, Singapore River Cruise",0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
98,Female,15 - 24,"Buddha Tooth Relic Temple and Museum, Bugis Street, China Town, Clarke Quay, Marina Bay Singapore, Singapore River Cruise",0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
99,Female,15 - 24,"Bukit Timah Nature Reserve, Gardens By The Bay, Mount Faber Park, National Orchid Garden, Singapore Botanic Gardens, Tree-top Walk at MacRitchie Reservoir",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
100,Female,15 - 24,"Butterfly Park And Insect Kingdom, Jurong Bird Park, Mount Faber Park, National Orchid Garden, River Wonders Singapore, Singapore Botanic Gardens",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
101,Female,15 - 24,"Clarke Quay, Gardens By The Bay, Infinity Pool at Marina Bay Sands, Marina Bay Sands Casino, Marina Bay Singapore, The Helix Bridge",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
102,Female,15 - 24,"Marina Bay Singapore, Merlion Park, Sentosa Merlion Tower, Singapore Flyer, The Helix Bridge, Universal Studios Singapore",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,6
103,Male,15 - 24,"1-Altitude Sightseeing Experience, Asian Civilisations Museum, Dolphin Island Interaction Program, Jurong Bird Park, Lunch with Parrots, Singapore Zoo",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
104,Male,15 - 24,"Adventure Cove Waterpark, Dolphin Island Interaction Program, Indoor Surfing Wave House Sentosa, SEA Aquarium, Sentosa Island, Universal Studios Singapore",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
105,Male,15 - 24,"AJ Hackett Sentosa Bungy Jump, IFly Singapore, Indoor Surfing Wave House Sentosa, Megazip, Singapore Airzone, Skyline Luge",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
106,Male,15 - 24,"Asian Civilisations Museum, Dolphin Island Interaction Program, Madame Tussauds Wax Museum, Singapore Botanic Gardens, The Helix Bridge, Trick Eye Museum",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6
107,Male,15 - 24,"Buddha Tooth Relic Temple and Museum, Bugis Street, China Town, Clarke Quay, Sentosa Island, Universal Studios Singapore",0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
108,Male,15 - 24,"Bukit Timah Nature Reserve, Gardens By The Bay, Kusu Island, Mount Faber Park, National Orchid Garden, Singapore Botanic Gardens",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
109,Male,15 - 24,"Butterfly Park And Insect Kingdom, Gardens By The Bay, Jurong Bird Park, Lunch with Parrots, National Orchid Garden, Tree-top Walk at MacRitchie Reservoir",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
110,Male,15 - 24,"Adventure Cove Waterpark, Dolphin Island Interaction Program, Lunch with Parrots, Night Safari Nocturnal Wildlife Park, River Wonders Singapore, SEA Aquarium",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
111,Male,15 - 24,"AJ Hackett Sentosa Bungy Jump, Driving on the F1 Track, IFly Singapore, Indoor Surfing Wave House Sentosa, Marina Bay Sands Casino, Tiger Brewery",0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
112,Male,15 - 24,"Gardens By The Bay, Infinity Pool at Marina Bay Sands, Marina Bay Singapore, Merlion Park, Sentosa Merlion Tower, Wings of Time",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
113,Male,15 - 24,"AJ Hackett Sentosa Bungy Jump, IFly Singapore, Indoor Surfing Wave House Sentosa, Kidzania Singapore, Singapore Airzone, Skyline Luge",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
114,Male,15 - 24,"Clarke Quay, Infinity Pool at Marina Bay Sands, Singapore Cable Car, Singapore Flyer, The Helix Bridge, Tree-top Walk at MacRitchie Reservoir",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,6
115,Male,15 - 24,"Dolphin Island Interaction Program, Kidzania Singapore, Lunch with Parrots, Night Safari Nocturnal Wildlife Park, Singapore Zoo Jungle Breakfast, Singapore Zoo",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6
116,Male,15 - 24,"Kusu Island, Lazarus Island, Palawan Beach, Pulau Ubin, Siloso Beach, Tanjong Beach",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
117,Male,15 - 24,"Bugis Street, Gardens By The Bay, Little India, Night Safari Nocturnal Wildlife Park, Singapore Zoo, Sri Mariamman Temple",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
118,Male,15 - 24,"Jurong Bird Park, Lunch with Parrots, Night Safari Nocturnal Wildlife Park, River Wonders Singapore, Singapore Zoo Jungle Breakfast, Singapore Zoo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6
119,Male,15 - 24,"1-Altitude Sightseeing Experience, Asian Civilisations Museum, Madame Tussauds Wax Museum, SEA Aquarium, Trick Eye Museum, Universal Studios Singapore",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6
120,Male,15 - 24,"Clarke Quay, Gardens By The Bay, Marina Bay Singapore, Merlion Park, Sentosa Merlion Tower, Universal Studios Singapore",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
121,Male,15 - 24,"Bukit Timah Nature Reserve, Megazip, Mount Faber Park, National Orchid Garden, Singapore Botanic Gardens, Tree-top Walk at MacRitchie Reservoir",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
122,Male,15 - 24,"Gardens By The Bay, Marina Bay Singapore, Merlion Park, Sentosa Island, Sentosa Merlion Tower, Wings of Time",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
123,Male,15 - 24,"Palawan Beach, Pulau Ubin, Siloso Beach, Singapore River Cruise, Tanjong Beach, The Original Duck Tours Sentosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,6
124,Male,15 - 24,"Jurong Bird Park, Night Safari Nocturnal Wildlife Park, River Wonders Singapore, SEA Aquarium, Singapore Zoo Jungle Breakfast, Singapore Zoo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6
125,Male,15 - 24,"River Wonders Singapore, Royal Albatross Sunset Sail, Singapore Cable Car, Singapore Flyer, Singapore River Cruise, The Original Duck Tours Sentosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6
126,Male,15 - 24,"AJ Hackett Sentosa Bungy Jump, IFly Singapore, Indoor Surfing Wave House Sentosa, Megazip, Skyline Luge, Universal Studios Singapore",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6
127,Male,15 - 24,"1-Altitude Sightseeing Experience, Asian Civilisations Museum, IFly Singapore, Infinity Pool at Marina Bay Sands, Tiger Brewery, Trick Eye Museum",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6
