UserID,Gender,Age Group,Top 6 most preferred places,1-Altitude Sightseeing Experience,Adventure Cove Waterpark,AJ Hackett Sentosa Bungy Jump,Asian Civilisations Museum,Buddha Tooth Relic Temple and Museum,Bugis Street,Bukit Timah Nature Reserve,Butterfly Park And Insect Kingdom,China Town,Clarke Quay,Dolphin Island Interaction Program,Driving on the F1 Track,Gardens By The Bay,IFly Singapore,Indoor Surfing Wave House Sentosa,Infinity Pool at Marina Bay Sands,Jurong Bird Park,Kidzania Singapore,Kusu Island,Lazarus Island,Little India,Lunch with Parrots,Madame Tussauds Wax Museum,Marina Bay Sands Casino,Marina Bay Singapore,Megazip,Merlion Park,Mount Faber Park,National Orchid Garden,Night Safari Nocturnal Wildlife Park,Palawan Beach,Pulau Ubin,River Wonders Singapore,Royal Albatross Sunset Sail,SEA Aquarium,Sentosa Island,Sentosa Merlion Tower,Siloso Beach,Singapore Airzone,Singapore Botanic Gardens,Singapore Cable Car,Singapore Flyer,Singapore River Cruise,Singapore Zoo Jungle Breakfast,Singapore Zoo,Skyline Luge,Sri Mariamman Temple,Tanjong Beach,The Helix Bridge,The Original Duck Tours Sentosa,Tiger Brewery,Tree-top Walk at MacRitchie Reservoir,Trick Eye Museum,Universal Studios Singapore,Wings of Time,sum
128,Male,15 - 24,"Adventure Cove Waterpark, Dolphin Island Interaction Program, IFly Singapore, Indoor Surfing Wave House Sentosa, Megazip, Skyline Luge",0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
129,Male,15 - 24,"AJ Hackett Sentosa Bungy Jump, IFly Singapore, Indoor Surfing Wave House Sentosa, Megazip, Skyline Luge, Universal Studios Singapore",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6
130,Male,15 - 24,"1-Altitude Sightseeing Experience, Asian Civilisations Museum, Madame Tussauds Wax Museum, Sentosa Island, Tiger Brewery, Trick Eye Museum",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6
131,Male,15 - 24,"Buddha Tooth Relic Temple and Museum, Bugis Street, China Town, Clarke Quay, Marina Bay Sands Casino, Singapore River Cruise",0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
132,Male,15 - 24,"Buddha Tooth Relic Temple and Museum, Bugis Street, China Town, Clarke Quay, Marina Bay Singapore, Singapore River Cruise",0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
133,Male,15 - 24,"Bukit Timah Nature Reserve, Gardens By The Bay, Mount Faber Park, National Orchid Garden, Singapore Botanic Gardens, Tree-top Walk at MacRitchie Reservoir",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
134,Male,15 - 24,"Butterfly Park And Insect Kingdom, Jurong Bird Park, Mount Faber Park, National Orchid Garden, River Wonders Singapore, Singapore Botanic Gardens",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
135,Male,15 - 24,"Clarke Quay, Gardens By The Bay, Infinity Pool at Marina Bay Sands, Marina Bay Sands Casino, Marina Bay Singapore, The Helix Bridge",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
136,Male,15 - 24,"Marina Bay Singapore, Merlion Park, Sentosa Merlion Tower, Singapore Flyer, The Helix Bridge, Universal Studios Singapore",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,6
137,Female,25 - 54,"1-Altitude Sightseeing Experience, Asian Civilisations Museum, Dolphin Island Interaction Program, Jurong Bird Park, Lunch with Parrots, Singapore Zoo",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
138,Female,25 - 54,"Adventure Cove Waterpark, Dolphin Island Interaction Program, Indoor Surfing Wave House Sentosa, SEA Aquarium, Sentosa Island, Universal Studios Singapore",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
139,Female,25 - 54,"AJ Hackett Sentosa Bungy Jump, IFly Singapore, Indoor Surfing Wave House Sentosa, Megazip, Singapore Airzone, Skyline Luge",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
140,Female,25 - 54,"Asian Civilisations Museum, Dolphin Island Interaction Program, Madame Tussauds Wax Museum, Singapore Botanic Gardens, The Helix Bridge, Trick Eye Museum",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6
141,Female,25 - 54,"Buddha Tooth Relic Temple and Museum, Bugis Street, China Town, Clarke Quay, Sentosa Island, Universal Studios Singapore",0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
142,Female,25 - 54,"Bukit Timah Nature Reserve, Gardens By The Bay, Kusu Island, Mount Faber Park, National Orchid Garden, Singapore Botanic Gardens",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
143,Female,25 - 54,"Butterfly Park And Insect Kingdom, Gardens By The Bay, Jurong Bird Park, Lunch with Parrots, National Orchid Garden, Tree-top Walk at MacRitchie Reservoir",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
144,Female,25 - 54,"Adventure Cove Waterpark, Dolphin Island Interaction Program, Lunch with Parrots, Night Safari Nocturnal Wildlife Park, River Wonders Singapore, SEA Aquarium",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
145,Female,25 - 54,"AJ Hackett Sentosa Bungy Jump, Driving on the F1 Track, IFly Singapore, Indoor Surfing Wave House Sentosa, Marina Bay Sands Casino, Tiger Brewery",0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
146,Female,25 - 54,"Gardens By The Bay, Infinity Pool at Marina Bay Sands, Marina Bay Singapore, Merlion Park, Sentosa Merlion Tower, Wings of Time",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
147,Female,25 - 54,"AJ Hackett Sentosa Bungy Jump, IFly Singapore, Indoor Surfing Wave House Sentosa, Kidzania Singapore, Singapore Airzone, Skyline Luge",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
148,Female,25 - 54,"Clarke Quay, Infinity Pool at Marina Bay Sands, Singapore Cable Car, Singapore Flyer, The Helix Bridge, Tree-top Walk at MacRitchie Reservoir",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,6
149,Female,25 - 54,"Dolphin Island Interaction Program, Kidzania Singapore, Lunch with Parrots, Night Safari Nocturnal Wildlife Park, Singapore Zoo Jungle Breakfast, Singapore Zoo",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6
150,Female,25 - 54,"Kusu Island, Lazarus Island, Palawan Beach, Pulau Ubin, Siloso Beach, Tanjong Beach",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
151,Female,25 - 54,"Bugis Street, Gardens By The Bay, Little India, Night Safari Nocturnal Wildlife Park, Singapore Zoo, Sri Mariamman Temple",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
152,Female,25 - 54,"Jurong Bird Park, Lunch with Parrots, Night Safari Nocturnal Wildlife Park, River Wonders Singapore, Singapore Zoo Jungle Breakfast, Singapore Zoo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6
153,Female,25 - 54,"1-Altitude Sightseeing Experience, Asian Civilisations Museum, Madame Tussauds Wax Museum, SEA Aquarium, Trick Eye Museum, Universal Studios Singapore",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6
154,Female,25 - 54,"Clarke Quay, Gardens By The Bay, Marina Bay Singapore, Merlion Park, Sentosa Merlion Tower, Universal Studios Singapore",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
155,Female,25 - 54,"Bukit Timah Nature Reserve, Megazip, Mount Faber Park, National Orchid Garden, Singapore Botanic Gardens, Tree-top Walk at MacRitchie Reservoir",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
156,Female,25 - 54,"Gardens By The Bay, Marina Bay Singapore, Merlion Park, Sentosa Island, Sentosa Merlion Tower, Wings of Time",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
157,Female,25 - 54,"Palawan Beach, Pulau Ubin, Siloso Beach, Singapore River Cruise, Tanjong Beach, The Original Duck Tours Sentosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,6
158,Female,25 - 54,"Jurong Bird Park, Night Safari Nocturnal Wildlife Park, River Wonders Singapore, SEA Aquarium, Singapore Zoo Jungle Breakfast, Singapore Zoo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6
159,Female,25 - 54,"River Wonders Singapore, Royal Albatross Sunset Sail, Singapore Cable Car, Singapore Flyer, Singapore River Cruise, The Original Duck Tours Sentosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6
160,Female,25 - 54,"AJ Hackett Sentosa Bungy Jump, IFly Singapore, Indoor Surfing Wave House Sentosa, Megazip, Skyline Luge, Universal Studios Singapore",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6
161,Female,25 - 54,"1-Altitude Sightseeing Experience, Asian Civilisations Museum, IFly Singapore, Infinity Pool at Marina Bay Sands, Tiger Brewery, Trick Eye Museum",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6
162,Female,25 - 54,"Adventure Cove Waterpark, Dolphin Island Interaction Program, IFly Singapore, Indoor Surfing Wave House Sentosa, Megazip, Skyline Luge",0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
163,Female,25 - 54,"AJ Hackett Sentosa Bungy Jump, IFly Singapore, Indoor Surfing Wave House Sentosa, Megazip, Skyline Luge, Universal Studios Singapore",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6
164,Female,25 - 54,"1-Altitude Sightseeing Experience, Asian Civilisations Museum, Madame Tussauds Wax Museum, Sentosa Island, Tiger Brewery, Trick Eye Museum",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6
165,Female,25 - 54,"Buddha Tooth Relic Temple and Museum, Bugis Street, China Town, Clarke Quay, Marina Bay Sands Casino, Singapore River Cruise",0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
166,Female,25 - 54,"Buddha Tooth Relic Temple and Museum, Bugis Street, China Town, Clarke Quay, Marina Bay Singapore, Singapore River Cruise",0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
167,Female,25 - 54,"Bukit Timah Nature Reserve, Gardens By The Bay, Mount Faber Park, National Orchid Garden, Singapore Botanic Gardens, Tree-top Walk at MacRitchie Reservoir",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
168,Female,25 - 54,"Butterfly Park And Insect Kingdom, Jurong Bird Park, Mount Faber Park, National Orchid Garden, River Wonders Singapore, Singapore Botanic Gardens",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
169,Female,25 - 54,"Clarke Quay, Gardens By The Bay, Infinity Pool at Marina Bay Sands, Marina Bay Sands Casino, Marina Bay Singapore, The Helix Bridge",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
170,Female,25 - 54,"Marina Bay Singapore, Merlion Park, Sentosa Merlion Tower, Singapore Flyer, The Helix Bridge, Universal Studios Singapore",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,6
171,Male,25 - 54,"1-Altitude Sightseeing Experience, Asian Civilisations Museum, Dolphin Island Interaction Program, Jurong Bird Park, Lunch with Parrots, Singapore Zoo",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
172,Male,25 - 54,"Adventure Cove Waterpark, Dolphin Island Interaction Program, Indoor Surfing Wave House Sentosa, SEA Aquarium, Sentosa Island, Universal Studios Singapore",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
173,Male,25 - 54,"AJ Hackett Sentosa Bungy Jump, IFly Singapore, Indoor Surfing Wave House Sentosa, Megazip, Singapore Airzone, Skyline Luge",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
174,Male,25 - 54,"Asian Civilisations Museum, Dolphin Island Interaction Program, Madame Tussauds Wax Museum, Singapore Botanic Gardens, The Helix Bridge, Trick Eye Museum",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6
175,Male,25 - 54,"Buddha Tooth Relic Temple and Museum, Bugis Street, China Town, Clarke Quay, Sentosa Island, Universal Studios Singapore",0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
176,Male,25 - 54,"Bukit Timah Nature Reserve, Gardens By The Bay, Kusu Island, Mount Faber Park, National Orchid Garden, Singapore Botanic Gardens",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
177,Male,25 - 54,"Butterfly Park And Insect Kingdom, Gardens By The Bay, Jurong Bird Park, Lunch with Parrots, National Orchid Garden, Tree-top Walk at MacRitchie Reservoir",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
178,Male,25 - 54,"Adventure Cove Waterpark, Dolphin Island Interaction Program, Lunch with Parrots, Night Safari Nocturnal Wildlife Park, River Wonders Singapore, SEA Aquarium",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
179,Male,25 - 54,"AJ Hackett Sentosa Bungy Jump, Driving on the F1 Track, IFly Singapore, Indoor Surfing Wave House Sentosa, Marina Bay Sands Casino, Tiger Brewery",0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
180,Male,25 - 54,"Gardens By The Bay, Infinity Pool at Marina Bay Sands, Marina Bay Singapore, Merlion Park, Sentosa Merlion Tower, Wings of Time",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
181,Male,25 - 54,"AJ Hackett Sentosa Bungy Jump, IFly Singapore, Indoor Surfing Wave House Sentosa, Kidzania Singapore, Singapore Airzone, Skyline Luge",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
182,Male,25 - 54,"Clarke Quay, Infinity Pool at Marina Bay Sands, Singapore Cable Car, Singapore Flyer, The Helix Bridge, Tree-top Walk at MacRitchie Reservoir",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,6
183,Male,25 - 54,"Dolphin Island Interaction Program, Kidzania Singapore, Lunch with Parrots, Night Safari Nocturnal Wildlife Park, Singapore Zoo Jungle Breakfast, Singapore Zoo",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6
184,Male,25 - 54,"Kusu Island, Lazarus Island, Palawan Beach, Pulau Ubin, Siloso Beach, Tanjong Beach",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
185,Male,25 - 54,"Bugis Street, Gardens By The Bay, Little India, Night Safari Nocturnal Wildlife Park, Singapore Zoo, Sri Mariamman Temple",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
186,Male,25 - 54,"Jurong Bird Park, Lunch with Parrots, Night Safari Nocturnal Wildlife Park, River Wonders Singapore, Singapore Zoo Jungle Breakfast, Singapore Zoo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6
187,Male,25 - 54,"1-Altitude Sightseeing Experience, Asian Civilisations Museum, Madame Tussauds Wax Museum, SEA Aquarium, Trick Eye Museum, Universal Studios Singapore",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6
188,Male,25 - 54,"Clarke Quay, Gardens By The Bay, Marina Bay Singapore, Merlion Park, Sentosa Merlion Tower, Universal Studios Singapore",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
189,Male,25 - 54,"Bukit Timah Nature Reserve, Megazip, Mount Faber Park, National Orchid Garden, Singapore Botanic Gardens, Tree-top Walk at MacRitchie Reservoir",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
190,Male,25 - 54,"Gardens By The Bay, Marina Bay Singapore, Merlion Park, Sentosa Island, Sentosa Merlion Tower, Wings of Time",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
191,Male,25 - 54,"Palawan Beach, Pulau Ubin, Siloso Beach, Singapore River Cruise, Tanjong Beach, The Original Duck Tours Sentosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,6
192,Male,25 - 54,"Jurong Bird Park, Night Safari Nocturnal Wildlife Park, River Wonders Singapore, SEA Aquarium, Singapore Zoo Jungle Breakfast, Singapore Zoo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6
193,Male,25 - 54,"River Wonders Singapore, Royal Albatross Sunset Sail, Singapore Cable Car, Singapore Flyer, Singapore River Cruise, The Original Duck Tours Sentosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6
194,Male,25 - 54,"AJ Hackett Sentosa Bungy Jump, IFly Singapore, Indoor Surfing Wave House Sentosa, Megazip, Skyline Luge, Universal Studios Singapore",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6
195,Male,25 - 54,"1-Altitude Sightseeing Experience, Asian Civilisations Museum, IFly Singapore, Infinity Pool at Marina Bay Sands, Tiger Brewery, Trick Eye Museum",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6
196,Male,25 - 54,"Adventure Cove Waterpark, Dolphin Island Interaction Program, IFly Singapore, Indoor Surfing Wave House Sentosa, Megazip, Skyline Luge",0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
